Date	Time	Sp	Ind	Infl_pos	Cor_Width	Cor_Throat	Cor_Base	Cor_Len	Cor_Th_Len	Cor_Len_Var	Sepal_Len	Min_Fil_Len	Max_Fil_Len	Pistil_Len	Ovary_Height	Stigma_Height			
11/1/17	11:32:00	F5	632	1	23.35	7.27	2.77	24.28	15.95	28.42	10.58	15.33	18.03	15.76	2.05	0.82			
11/14/17	10:04:00	F5	640	1	21.6	6.51	2.36	22.46	13.18	25.1	11.67	13.96	17.2	17.15	1.8	0.98			
5/12/18	11:00:00	F5	640	1	24.64	6.99	2.77	22.79	14.88	28.35	11.85	16.41	19.25	18.3	1.59	0.95		Ph	
5/8/18	11:23:00	F5	640	1	28.13	7.45	2.58	23.88	16.1	31.13	12.86	16.19	19.79	18.08	1.68	0.93		ph	
5/9/18	11:23:00	F5	640	1	27.01	7.25	2.67	23.93	15.98	31.05	11.34	16.04	18.98	17.35	1.3	0.9		ph	
3/9/18	10:06:00	F5	646	1	17.73	5.91	2.59	18.6	13.31	22.22	12.58	10.74	12.87	10.6	1.41	0.96		ph	
3/16/18	11:19:00	F5	646	1	21.39	7.06	2.45	21.26	13.85	25.15	11.57	12.92	15.76	12.43	1.38	0.98		Ph	
3/21/18	11:27:00	F5	646	1	22.13	6.88	2.67	20.05	14.63	25.33	11.41	12.15	14.98	12.35	1.33	0.96		ph	sterile
11/11/17	11:40:00	F5	646	1	20.92	6.17	2.49	21.74	13.36	25.57	11.89	14.57	16.73	13.54	1.74	1.1			
2/8/18	10:01:00	F5	647	1	22.25	6.84	2.81	25.01	15.32	28.02	10.09	13.03	15.49	13.46	1.48	0.87		wh	
2/2/18	10:09:00	F5	647	1	21.84	6.68	2.49	23.28	15.68	28.1	10.23	12.64	14.8	13.3	1.56	0.84		wh	
2/16/18	10:30:00	F5	647	1	18.61	5.85	2.45	22.97	15.15	24.74	10.55	12.79	15.01	14.33	1.54	0.95		wh	
2/18/18	11:30:00	F5	647	1	17.9	6.31	2.26	23.23	17.04	25.63	9.45	12.1	15.57	14.11	1.58	0.96		wh	
1/19/18	9:18:00	F5	648	1	20.73	5.18	2.49	21.02	15.42	24.63	11.03	12.63	14.1	12.65	1.4	0.94		gh	
2/7/18	10:39:00	F5	648	1	23.74	6.96	2.48	25.37	17.62	29.58	11.35	14.32	16.6	15.44	1.57	0.97		gh	
1/24/18	10:45:00	F5	648	1	22.14	6.77	2.74	24.31	15.88	27.7	10.67	14.04	16.25	14.46	1.67	0.88		gh	
2/2/18	10:47:00	F5	648	1	22.3	6.71	2.71	24.43	16.96	28.22	11.39	14	16.43	14.29	1.53	0.99		Gh	
11/1/17	10:10:00	F5	653	1	24.34	6.98	2.6	25.35	16.71	28.88	11.92	14.3	17.65	16.44	1.8	1.03			
3/24/18	10:40:00	F5	653	1	18.6	5.07	2.59	20.09	12.91	25.15	10.85	12.48	15.29	13.86	1.49	1.02		gh	np
3/26/18	11:06:00	F5	653	1	19.53	5.48	2.3	21.89	14.52	26.72	10.99	13.38	15.79	14.31	1.33	0.96		gh	
3/16/18	11:23:00	F5	653	1	19.66	6.37	2.46	20.62	14.03	25.09	9.92	12.46	14.82	12.95	1.3	0.96		Gh	
11/1/17	10:14:00	F5	655	1	22.36	7.8	2.42	19.22	14.17	24.04	9.55	13.46	16.55	14.12	1.8	0.97			
3/24/18	10:43:00	F5	655	1	18.11	6.05	2.78	17.64	11.73	20.21	8.54	8.63	10.79	11.92	1.42	0.9		ph	np
4/10/18	10:54:00	F5	655	1	19.24	6.53	2.17	21.28	14.13	24.65	10.59	11.19	15.1	13.54	1.42	1		Ph	Np
4/12/18	11:52:00	F5	655	1	24.22	6.67	2.67	21.83	13.19	27.4	11.69	11.83	15.76	14.51	1.48	1.05		ph	np
3/28/18	9:46:00	F5	657	1	23.46	7.37	2.33	20.98	15.01	26.89	9.5	12.92	16.29	14.1	1.35	0.92		Wh	
4/4/18	9:51:00	F5	657	1	25.6	7.12	2.7	22.51	15.18	29.23	11.6	13.12	18.08	13.19	1.71	0.82		wh	
3/26/18	11:10:00	F5	657	1	18.47	5.58	2.46	17.95	12.17	21.7	9.5	11.23	13.42	12.76	1.37	0.93		wh	
4/6/18	11:11:00	F5	657	1	24.99	6.82	2.3	23.65	14.1	27.69	10.98	12.03	17.01	12.23	1.56	0.86		wh	
3/6/18	9:38:00	F5	668	1	19.09	5.87	2.24	18.46	11.22	22.14	9.72	12.36	14.27	14.01	1.29	0.92		ph	
3/4/18	10:49:00	F5	668	1	19.57	6.13	2.38	18.43	12.58	22.35	10.35	12.7	15.03	14.02	1.43	0.89		Pgh	
2/28/18	10:56:00	F5	668	1	20.21	5.84	2.41	20.66	14.39	24.22	10.72	13.62	15.66	14.98	1.71	0.97		ph	
3/3/18	11:34:00	F5	668	1	17.52	5.88	2.39	18.53	13.34	22.43	10.2	12.4	14.73	13.53	1.29	1.02		pgh	
1/19/18	9:44:00	F5	670	1	22.73	6.93	2.28	23.14	11.86	27.12	11.13	13.34	15.59	13.51	1.45	1		ph	
1/8/18	9:50:00	F5	670	1	25.04	8.62	2.8	26.22	17.68	30.86	11.83	15.54	17.86	15.02	1.4	1.06			
2/7/18	10:42:00	F5	670	1	24.7	7	2.63	25.93	17.32	30.22	12.06	14.23	16.82	15.31	1.3	1.02		ph	
2/2/18	10:54:00	F5	670	1	22.38	6.89	2.61	21.73	14.47	26.33	9.52	13.58	15.92	13.27	1.29	0.89		Ph	
1/7/18	10:09:00	F5	687	1	23.08	6.53	2.28	22.76	13.23	26.31	10.69	13.05	16.3	13.84	1.56	0.97			
12/1/17	10:21:00	F5	687	1	23.79	6.32	2.65	23.12	14.42	27.43	10.87	14.09	16.81	15.04	1.59	0.99			
1/5/18	10:29:00	F5	687	1	20.67	5.08	2.57	17.46	11.19	21.69	11.28	11.76	13.97	12.87	1.4	0.86			
12/13/17	11:55:00	F5	687	1	24.14	6.87	2.5	23.02	14.76	27.47	12.51	13.46	16.07	14.97	1.42	0.97	new flower		
1/8/18	9:56:00	F5	688	2	20.47	6.88	2.51	24.3	14.58	26.59	11	14.32	16.58	14.96	1.47	0.89			
1/21/18	10:17:00	F5	688	1	19.69	6.99	2.61	20.23	12.98	23.76	10.3	12.38	15.12	13.16	1.28	1.03		ph	
11/24/17	10:20:00	F5	688	1	21.36	6.67	2.83	24.93	12.64	27.2	12.98	13.73	16.6	14.49	1.61	1.11			
2/2/18	10:34:00	F5	688	1	16.06	5.62	2.47	20.97	15.15	23.13	10.87	12.77	15.32	13.92	1.34	1.04		ph	
3/15/18	9:59:00	F5	691	3	20.33	6.53	2.66	19.57	13.51	24.49	9.33	13.58	16.7	13.26	1.47	0.98		Ph	
3/2/18	10:52:00	F5	691	2	20.06	6.21	2.57	21.65	14.19	24.52	9.19	13.39	15.84	13.29	1.53	0.91		ph	
3/11/18	11:32:00	F5	691	1	19.31	6.31	2.61	21.17	14.79	25.09	10.7	13.68	17.01	13.98	1.52	1		ph	
11/1/17	11:53:00	F5	691	1	22.19	7.13	3.02	24.86	15.64	27.71	10.25	16.31	19.05	15	1.6	0.99			
1/19/18	9:22:00	F5	699	1	18.12	5.16	2.44	16.76	10.43	19.87	11.09	11.77	12.69	11.03	1.29	0.84		ph	
2/23/18	9:45:00	F5	699	1	18.2	6.12	2.23	18.73	12.47	21.28	9.51	12.42	14.47	11.6	1.42	1		ph	
2/28/18	10:29:00	F5	699	1	18.82	6.09	2.43	17.87	11.83	21.92	10.57	11.74	13.28	11.24	1.47	0.88		ph	
2/18/18	11:47:00	F5	699	1	22.44	6.64	2.4	20.1	14.28	24.96	11.54	12.94	15.4	12.67	1.39	0.99		gh	
2/8/18	10:04:00	F5	702	1	14.56	5.56	2.41	19.86	14.12	22.35	10.82	13.56	15.72	13.7	1.33	1		gh	
2/16/18	10:33:00	F5	702	2	17.8	5.28	2.6	20.58	14.18	22.99	10.69	13.25	15.48	13.86	1.5	1.06		gh	
1/11/18	10:35:00	F5	702	1	20.33	6.19	2.66	22.7	15.39	25.48	11.27	14.09	16.95	14.94	1.61	1			
2/18/18	11:50:00	F5	702	1	19.15	5.83	2.59	20.7	14.91	24.41	10.83	13.82	15.79	13.16	1.51	1.02		gh	
12/7/17	10:21:00	F5	716	1	23.66	7.05	2.87	24.03	15.03	28.74	10.76	14.87	17.36	14.76	1.72	0.96			
2/14/18	10:22:00	F5	716	1	20.97	5.62	2.71	21	14.46	25.36	11.5	14.21	15.07	13.2	1.66	0.91		wh	
1/14/18	11:20:00	F5	716	1	21.06	6.57	2.54	22.34	14.41	25.82	9.48	13.43	16.34	14.16	1.54	0.93		wh	
12/13/17	11:50:00	F5	716	1	23.1	7.08	2.79	24.44	14.36	28.35	10.92	14.47	17.32	15.21	1.79	0.98			
1/19/18	9:51:00	F5	720	1	22.5	6.6	2.63	21.96	14.11	26.34	10.9	14.44	15.66	11.75	1.61	0.98		ph	trilobed
12/7/17	10:25:00	F5	720	1	24.98	6.69	2.63	22.97	16.46	29.34	10.21	14.94	17.91	14.08	1.57	0.91	np		
1/24/18	11:05:00	F5	720	1	25.82	7.53	2.56	24.91	16.15	30.44	11.21	16.51	18.21	14.24	1.34	0.91		ph	
12/13/17	11:17:00	F5	720	1	25.41	7.92	2.53	26.3	16.98	30.74	11.47	14.48	18.57	16.08	1.42	0.87	ss		
3/15/18	10:04:00	F5	724	1	20.63	6.61	2.8	21.71	14.57	25.64	13.51	11.88	14.5	13.03	1.68	0.96		Gh	
1/24/18	10:57:00	F5	724	1	19.33	5.75	2.55	22.66	15.71	26	13.62	12.09	14.52	12.47	1.56	0.96		gh	
3/2/18	11:02:00	F5	724	2	17.19	6	2.48	20.39	12.91	23.18	12	9.79	12.99	11.25	1.55	0.99		wh	
3/11/18	11:49:00	F5	724	1	19.14	6.07	2.53	22.81	15.11	26.21	14.52	8.88	14.79	13.33	1.6	0.9		gh	sterile
4/18/18	9:48:00	F5	749	1	20.31	6.46	2.42	20.63	13.73	24.49	10.52	11.37	13.57	12.47	1.44	0.85		Pgh	Np
1/8/18	10:26:00	F5	749	1	19.32	6.3	2.49	18.69	13.32	23.44	10.77	12.48	15.05	11.7	1.58	0.77			
4/6/18	11:15:00	F5	749	1	21.96	6.44	2.35	22.03	12.69	27.22	11.23	13.11	15.53	13.54	1.37	0.94		pgh	np
3/25/18	11:53:00	F5	749	1	18.58	6.28	2.04	17.96	11.49	22.89	9.91	9.62	12.13	9.8	1.23	0.89		Ph	Np
12/13/17	9:52:00	F5	752	1	25.83	7.78	2.93	25.98	14.94	30.81	10.44	12.28	15.29	13.78	1.53	0.72	trilobed		
2/8/18	10:11:00	F5	752	1	27.37	6.08	2.89	24.27	15.14	29.82	10.84	12.13	14.73	15.28	1.42	0.91		Pgh	
1/19/18	10:15:00	F5	752	2	22.94	5.9	2.27	21.28	12.06	24.38	9.22	10.44	11.94	12.01	1.4	0.92		gh	sterile
2/2/18	11:12:00	F5	752	1	25.33	5.9	2.85	21.51	13.99	28.06	9.89	10.88	13.22	14.05	1.41	0.9		pgh	
4/18/18	9:55:00	F5	771	1	24.71	6.54	2.46	24.68	16.3	30.36	10.71	14.07	15.82	12.17	1.57	0.98		Wh	
4/10/18	11:13:00	F5	771	1	19.99	6.55	2.88	22.48	15.33	26.96	10.65	12.27	15.22	11.53	1.57	0.95		wh	np
12/15/17	11:18:00	F5	771	1	25.35	7.28	2.26	26.82	17.44	31.62	11.45	13.92	16.49	14.51	1.77	1.16			
4/6/18	11:18:00	F5	771	1	20.54	7.12	2.73	22.17	15.75	27.48	9.8	12.63	16.02	11.52	1.86	0.84		wh	np
2/8/18	10:18:00	F5	777	1	18.88	6.14	2.36	21.46	14.4	24.4	9.68	12.45	15.4	13.77	1.45	0.88		pgh	
1/19/18	10:34:00	F5	777	2	19.49	5.73	2.3	20.3	14.12	24.03	9.5	13.13	15.32	12.63	1.59	0.85		gh	
1/5/18	10:35:00	F5	777	1	23.54	6.55	2.4	23.61	16.51	28.74	12.21	13.27	16.95	16.03	1.8	1.02			
3/2/18	11:06:00	F5	777	2	19.52	6.58	2.42	20.76	14.18	23.97	10.19	12.24	15.34	13.59	1.48	1		pgh	
2/7/18	10:09:00	F5	784	1	19.08	5.85	2.46	20.45	14.43	23.91	10.63	12.76	15.61	14.04	1.58	0.95		gh	
1/8/18	10:32:00	F5	784	1	23.04	6.95	2.49	22.86	15.8	26.66	12.68	14.28	16.36	14.59	1.62	0.91			
2/21/18	10:43:00	F5	784	1	21.31	6.44	2.55	23.37	15.49	27.14	11.05	13.36	15.81	13.95	1.46	1.02		gh	
2/18/18	11:57:00	F5	784	1	17.36	5.87	2.23	19.23	12.83	22.03	9.29	12.94	15.37	12.37	1.32	0.85		gh	
12/9/17	9:58:00	F5	804	1	18.86	6.69	2.36	23.25	13.35	24.4	11.08	13	15.67	12.68	1.77	0.88			
3/15/18	10:08:00	F5	804	1	24.02	6.6	2.63	22.26	15.12	27.27	12.39	13.19	15.77	13.49	1.53	0.99		Gh	
3/9/18	10:32:00	F5	804	1	23.68	6.5	2.58	23.55	14.99	27.64	11.7	12.77	15.8	13.09	1.56	1.03		gh	
3/11/18	11:40:00	F5	804	1	21.79	5.85	2.59	22.85	13.08	27.65	11.12	13.63	15.8	13.12	1.65	1.04		gh	
4/28/18	9:58:00	F5	805	1	21.2	6.17	2.47	20.74	14.49	25.63	11.19	12.38	14.84	13.24	1.53	0.94		pgh	
5/1/18	10:01:00	F5	805	1	24.41	6.96	2.62	24.71	16.51	29.8	11.46	14.08	16.98	14.04	1.49	1		Pgh	
4/24/18	11:29:00	F5	805	1	26.15	6.53	2.61	21.41	13.94	27.24	10.44	12.81	15.45	14.06	1.4	0.99		pgh	
11/7/17	11:41:00	F5	805	1	24.47	5.73	2.63	21.97	14.53	28.72	13.55	14.5	17	16.21	1.53	1.04			
3/24/18	10:14:00	F5	810	1	23.63	7.61	2.8	21.03	13.31	26.13	10.99	12.53	14.79	13.84	1.63	1.04		Ph	Np
2/8/18	10:21:00	F5	810	1	23.43	7.37	2.67	20.7	14.24	26.71	11.44	13.41	16	13.99	1.56	0.95		ph	
3/4/18	10:45:00	F5	810	1	19.72	6.41	2.47	21.74	13.03	25.34	10.57	11.11	13.27	12.32	1.48	0.95		Ph	Sterile
2/28/18	11:15:00	F5	810	1	20.95	6.52	2.85	20.56	13.08	23.34	11.52	12.19	14.37	12.91	1.57	1.01		pgh	
12/3/17	9:54:00	F5	815	1	25.3	6.86	2.82	26.49	14.83	28.96	11.12	14.19	16.97	16.4	1.76	1.02			
12/7/17	10:37:00	F5	815	1	23.45	6.48	2.43	22.71	15.75	28.64	10.46	14.04	15.77	15.7	1.45	0.99			
3/9/18	10:41:00	F5	815	1	20.94	6.08	2.52	20.88	14.8	24.04	9.31	12.39	13.75	13.81	1.42	0.9		gh	
3/11/18	11:58:00	F5	815	1	19.39	6.24	2.28	20.1	13.13	23.83	10.63	12.34	14.59	14.2	1.57	1		Pgh	
2/7/18	10:03:00	F5	817	1	22.13	6.47	2.47	22.94	15.56	26.22	10.72	13.78	16.02	11.96	1.42	1		ph	
1/8/18	10:38:00	F5	817	1	23.53	6.84	2.49	25.1	16.31	28.77	11.93	15.02	17.7	13.26	1.31	0.92			
12/31/17	10:49:00	F5	817	1	23.89	7.51	2.34	23.79	15.93	27.71	10.72	14.02	16.39	12.82	1.59	1.01			
1/19/18	10:49:00	F5	817	1	21.82	6.48	2.38	21.41	13.49	25.25	10.25	13.54	15.31	11.52	1.42	0.98		gh	
3/2/18	9:57:00	C	819	1	27.21	6.64	2.7	25.9	16.34	31.53	11.8	15.45	18.6	15.58	1.61	1.08		ph	
2/8/18	10:24:00	C	819	1	31.18	7.2	2.75	29.52	20.61	36.23	12.18	17.07	20.39	17.54	1.56	1.16		ph	
1/19/18	10:53:00	C	819	1	28.86	6.93	2.51	24.66	14.88	31.8	11.64	15.07	18.79	14.55	1.67	1.04		ph	
12/15/17	11:30:00	C	819	1	32.28	8.22	2.56	30.1	17.96	36.41	12.72	17.56	20.58	16.77	1.38	1.05			
2/7/18	9:59:00	F5	837	1	23.3	6.53	2.71	25.44	16.72	29.57	10.87	14.17	17.5	14.86	1.35	1.07		gh	
2/16/18	10:37:00	F5	837	1	20.98	6.13	2.3	21.6	13.97	24.86	11.06	12.59	15.54	13.69	1.42	0.93		gh	
1/11/18	10:38:00	F5	837	1	25.13	6.93	2.55	25.49	16.49	30.43	10.72	14.93	18.44	15.27	1.44	0.97		gh	
1/19/18	10:56:00	F5	837	1	18.73	5.36	2.34	18.59	12.05	22.77	10.18	11.58	14.03	11.08	1.31	0.93		gh	
4/10/18	9:46:00	F5	839	1	19.02	5.14	2.5	20.83	13.94	24.22	12.21	11.82	14.33	12.4	1.47	0.91		Gh	Np
4/18/18	10:26:00	F5	839	1	20.27	5.75	2.82	21.26	15.41	25.22	11.73	11.21	14.36	12.95	1.43	0.93		Wh	Np
3/13/18	11:19:00	F5	839	1	19.27	5.65	2.66	21.31	13.14	24.94	12.01	11.45	13.78	12.26	1.43	1.02		gh	
11/7/17	11:49:00	F5	839	1	21.46	7.27	2.51	25.97	16.61	28.53	12.33	13.78	16.4	13.24	1.94	1.13			
3/28/18	9:35:00	F5	840	1	25.59	6.3	2.82	24.03	17.55	30.31	11.38	15.84	17.95	16.38	1.48	0.96		pgh	np
1/8/18	10:45:00	F5	840	1	27.64	7.2	2.74	27.2	16.57	33.06	12.83	16.5	19.69	17.78	1.57	1.17			
3/24/18	10:50:00	F5	840	1	21.67	7.05	2.81	21.95	16.72	26.95	13.35	14.96	17.2	15.04	1.63	1.02		pgh	np
3/16/18	11:47:00	F5	840	1	24.58	6.36	2.73	22.57	15.08	27.45	12.79	14.13	16.15	14.3	1.49	0.98		Ph	Np
2/21/18	9:34:00	F5	844	1	22.06	6.27	2.64	22.03	15.51	26.29	10.4	14.2	16.35	14.73	1.5	0.94		pgh	
2/23/18	9:36:00	F5	844	1	19.25	6.05	2.23	20.56	14.84	24.18	11.17	13.52	15.82	14.34	1.46	0.95		pgh	
2/8/18	10:28:00	F5	844	1	21.67	6.41	2.53	22.05	14.42	26.28	12.21	14.15	15.93	14.87	1.5	1.03		ph	
2/28/18	11:19:00	F5	844	1	20.76	5.43	2.47	21.53	13.96	25.7	11.6	13.9	15.94	14.51	1.58	1		pgh	
2/7/18	9:48:00	F5	864	1	23.2	6.47	2.54	24.12	14.84	27.46	10.49	12.87	15.5	13.77	1.56	0.91		ph	
2/16/18	10:43:00	F5	864	1	22.9	5.99	2.48	22.24	14.7	26.99	12.18	12.48	15.35	14.16	1.72	0.94		ph	
1/8/18	10:48:00	F5	864	1	22.51	6.9	2.7	23.92	14.29	27.15	13.02	12.69	15.55	13.99	1.51	0.91			
1/19/18	11:06:00	F5	864	1	19.45	5.79	2.24	20.01	13.79	23.45	12.65	10.65	13.16	8.86	1.68	0.89		ph	
1/21/18	9:31:00	F5	866	1	19.21	5.86	2.73	19.84	13.39	22.61	9.24	10.76	12.7	10.86	1.51	1		Wh	
2/7/18	9:41:00	F5	866	1	19.79	6.28	2.43	19.91	12.47	23.46	9.07	10.86	12.88	11.37	1.33	0.87		gh	
2/16/18	10:50:00	F5	866	1	20.03	6	2.68	19.85	14.09	22.97	9.21	11.32	12.9	10.75	1.29	0.89		wh	
11/3/17	11:05:00	F5	866	1	23.09	7.63	2.61	23.34	14.91	27.84	11.45	13.18	15.93	12.45	1.66	0.91			
1/21/18	9:34:00	F5	875	1	22.13	5.91	2.62	21.62	13.43	25.05	11.14	12.52	15.51	15	1.33	0.94		pgh	
2/7/18	9:38:00	F5	875	1	18.24	4.86	2.51	19.12	12.65	22.25	9.17	11.4	13.53	13.52	1.36	0.94		ph	
4/22/18	10:59:00	F5	875	1	22.37	6.22	2.37	21.13	14.61	27.25	10.05	13.23	16.84	15.21	1.37	0.92		ph	
1/18/18	11:00:00	F5	875	1	18.92	4.75	2.37	18.32	10.96	21.51	10.68	10.58	13.05	12.73	1.25	0.93		Ph	
1/21/18	9:40:00	F5	890	1	19.64	5.41	2.17	18.97	13.21	23.52	10.82	11.74	14.08	11.69	1.32	1.03		ph	
2/2/18	10:37:00	F5	890	1	19.68	5.72	2.28	19.97	13.76	23.96	10.58	12.19	14.28	11.9	1.39	0.98		ph	
1/5/18	10:39:00	F5	890	1	20.22	5.58	2.55	20.34	13.79	23.74	11.04	12.95	14.71	12.52	1.61	0.96			
1/8/18	10:52:00	F5	890	1	22.92	5.91	2.33	22.92	15.21	27.13	12.03	13.58	15.95	13.46	1.43	1.1			
4/10/18	9:50:00	F5	894	1	22.01	6.61	2.58	22.72	14	26.38	10.52	14.09	16.8	15.37	1.2	0.96		Ph	
3/24/18	10:22:00	F5	894	1	19.72	6.53	2.6	20.62	12.99	23.47	10.64	13.2	15.62	14.03	1.56	0.81		ph	
4/18/18	10:35:00	F5	894	1	24.24	6.48	2.95	22.64	14.2	27.22	11	14.38	17.23	14.96	1.3	0.86		Ph	
4/22/18	11:02:00	F5	894	1	22.86	6.34	2.56	23.21	15.73	27.67	12.71	14.62	18.29	16.42	1.4	0.99		ph	
4/27/18	9:40:00	F5	906	1	22.37	6.52	2.32	21.91	14.59	26.04	10.04	13.62	16.46	15.9	1.46	0.86		ph	
4/28/18	10:01:00	F5	906	1	22.17	6.85	2.64	20.35	14.48	26.2	9.31	13.06	15.67	15.67	1.55	0.94		ph	
2/7/18	10:49:00	F5	906	1	15.81	5.43	2.33	19.43	12.6	21.5	9.82	11.9	14.24	14.4	1.58	0.89		ph	
4/24/18	11:39:00	F5	906	1	24.06	6.97	2.62	21.59	14.19	27.76	11.54	14.04	17.13	16.1	1.41	0.91		ph	
1/21/18	9:50:00	F5	912	1	22.48	5.62	2.51	19.08	12.78	24.15	10.6	11.84	14.33	12.31	1.43	1		ph	
11/28/17	10:27:00	F5	912	1	19.64	6.8	2.34	21.12	12.79	23.6	11.43	10.65	14.55	12.43	1.67	0.99	1anther sterile		
2/2/18	10:40:00	F5	912	1	19.51	6.62	2.81	20.2	13.6	23.85	11.1	11.85	14.2	11.71	1.58	1		ph	
11/18/17	11:35:00	F5	912	1	20.28	6.8	2.54	22.46	12.82	25.35	12.48	12.44	14.43	13.54	1.59	1.01			
2/21/18	9:37:00	F5	915	1	18.61	5.76	2.52	17.2	12.15	20.9	9.74	10.52	12.88	11.83	1.37	0.9		ph	
2/25/18	10:13:00	F5	915	1	22.57	6.93	2.68	22.42	15.95	26.93	11.15	13.21	14.95	12.71	1.45	0.9		ph	
2/7/18	10:59:00	F5	915	1	21.26	7.05	2.31	20.32	14.75	25.55	10.63	12.13	14.72	11.52	1.44	0.89		ph	
11/3/17	11:10:00	F5	915	1	19.82	6.82	2.53	21.78	15.42	26.34	10.48	12.82	15.68	10.44	1.69	0.9	Trilobe		
3/21/18	9:48:00	F5	916	1	23.25	6.85	2.67	22.37	15.65	28.19	12.65	14.52	17.13	15.42	1.47	0.97		ph	
3/18/18	9:56:00	F5	916	1	28.38	7.72	2.63	23.63	15.6	30.4	13.38	15.2	18.62	17.26	1.38	0.9		Ph	
3/24/18	10:25:00	F5	916	1	24.23	6.52	2.7	22.52	14.25	28.06	12.65	15.45	17.56	16.25	1.59	1.08		ph	
3/25/18	11:57:00	F5	916	1	24.93	6.92	2.79	21.68	14.53	27.56	10.15	14.82	18.01	15.66	1.73	1.08		Ph	
1/21/18	9:53:00	F5	922	1	20	6.37	2.67	21.97	14.66	25.87	11.18	11.47	14.08	13.6	1.6	0.9		wh	
2/8/18	10:54:00	F5	922	1	20.44	5.83	2.59	23.56	16.42	27.14	10.18	12.2	14.45	13.98	1.48	0.97		wh	
1/8/18	11:03:00	F5	922	1	20.38	5.68	2.69	21.54	14.53	25.7	12.14	12.08	14.23	12.94	1.46	0.93			
11/3/17	11:13:00	F5	922	1	18.91	6.93	2.45	24.59	18.4	27.1	10.42	13.93	17.22	13.49	1.64	0.83			
3/28/18	10:04:00	F5	924	1	17.83	6.02	2.25	17.31	12.44	21.44	9.18	10.47	12.9	10.68	1.26	0.87		wh	
3/18/18	10:07:00	F5	924	1	21.4	6.13	2.45	20.14	14.48	24.94	10.52	12.5	14.31	12.66	1.36	0.86		wh	
3/24/18	11:12:00	F5	924	1	18.76	5.59	2.21	18.95	13.4	22.34	8.83	11.25	13.59	11.7	1.38	0.85		gh	
11/3/17	11:22:00	F5	924	1	20.98	6.4	2.4	23.56	14.69	26.2	11.58	12.93	14.91	12.18	1.83	0.83			
3/28/18	10:07:00	F5	930	1	23.52	7.24	2.86	23.13	15.4	27.36	9.03	15.05	18.2	15.12	1.33	1.01		pgh	
3/18/18	10:11:00	F5	930	1	20.95	6.71	2.64	20.7	14.15	23.43	12.27	13.66	16.05	13.81	1.33	0.97		ph	np
3/24/18	11:19:00	F5	930	1	22.99	7.55	2.85	21.64	14.8	26.17	13.34	14.53	16.33	14.86	1.75	1.06		pgh	
3/16/18	12:00:00	F5	930	1	23.66	7.5	2.78	21.36	14.67	27.85	12.65	14.55	17.77	14.67	1.52	1.09		pgh	
4/10/18	10:00:00	F5	932	1	21.47	5.76	2.8	21.35	13.46	25.81	11.68	12.15	14.78	12.46	1.34	0.9		gh	
4/18/18	10:55:00	F5	932	1	20.5	5.45	2.69	20.77	14.37	25.92	11.07	12.06	14.28	10.58	1.4	0.89		gh	
4/22/18	11:13:00	F5	932	1	18.36	5.72	2.55	19.73	11.43	23.37	11.42	11.61	12.99	10.19	1.41	0.87		gh	np
4/24/18	11:46:00	F5	932	1	19.85	5.84	2.35	20.93	13.34	25.17	10.72	11.78	14.6	12.59	1.31	0.86		gh	
2/23/18	10:14:00	F5	943	1	22.04	6.34	2.38	23.44	15.88	26.98	11.31	14.72	17.49	13.55	1.61	0.99		wh	
2/16/18	10:58:00	F5	943	1	23.18	6.71	2.43	23.5	17.12	26.91	12.05	14.75	18.23	15.15	1.62	0.93		wh	
11/3/17	11:17:00	F5	943	1	26.71	7.95	2.79	24.54	15.84	31.21	12.4	16.6	20.29	12.05	1.62	0.76			
2/7/18	11:27:00	F5	943	1	21.38	6.68	2.35	21.2	14.11	25.76	9.35	13.15	15.57	11.9	1.67	0.89		wh	
3/15/18	10:24:00	F5	953	1	17.15	6.34	2.27	19.76	13.54	23.78	9.88	13.01	15.45	12.7	1.35	0.89		gh	
3/7/18	10:37:00	F5	953	1	22.37	6.8	2.52	24.48	17.05	28.24	10.81	14.53	17.17	13.86	1.49	0.85		Pgh	
3/9/18	10:57:00	F5	953	1	17.66	5.73	2.22	21.76	15.39	24.82	10.32	13.97	15.59	13.61	1.62	0.95		Gh	
3/13/18	11:12:00	F5	953	1	23.37	7.32	2.63	25.93	17.43	30.03	11.58	14.97	18.47	15.16	1.68	0.98		gh	
2/11/18	9:51:00	F5	955	1	16.86	5.57	2.43	16.78	11.1	20.37	10.48	11.74	13.89	12.81	1.49	0.86		ph	
2/14/18	10:29:00	F5	955	1	18.3	5.54	2.41	20.74	13.58	23.59	10.89	12.35	14.92	12.18	1.45	0.98		ph	
1/21/18	10:39:00	F5	955	1	21.9	6.77	2.65	21.67	13.54	26.27	10.5	13.07	15.8	14.17	1.51	0.99		ph	
2/8/18	10:41:00	F5	955	1	23.67	6.8	2.75	25.4	16.7	28.62	11.76	14.15	17.17	15.27	1.56	1.09		ph	
1/19/18	11:15:00	F5	957	1	15.63	5.62	2.35	16.29	11.24	18.93	8.62	11.52	13.77	11.31	1.64	0.92		wh	
4/22/18	11:19:00	F5	957	1	24.07	6.73	2.7	23.38	15.3	27.83	10.63	15.85	18.43	15.43	1.34	0.91		ph	
11/3/17	11:29:00	F5	957	1	22.12	6.95	2.75	22.62	14.86	27.27	11.87	15.79	17.95	15.29	2.02	0.96			
