image	Ind	Infl_pos	Cor_Len_Var	Nectar_UNC	Sugar_UND	Sugar_D+2.5	x1	y1	x2	y2	x3	y3	x4	y4	x5	y5	x6	y6	x7	y7	x8	y8	Top_out_dia	Top_in_dia	Bottom_out_dia	Nec_H1	Nec_H2	Nec_H3	Nec_H4	Ov_H1	Ov_H2	Nec_H_avg	Ov_H_avg	Top_out_rad	Top_in_rad	Nec_thickness	Bottom_out_rad	Bottom_in_rad	Bottom_in_rad_A	Bottom_in_rad_B	Bottom_in_rad_C	Bottom_in_rad_D	FVol_A	FVol_B	FVol_C	FVol_C1	FVol_C2	FVol_C3	FVol_C4	CVol_A	CVol_B	Frustrum_Vol	Frustrum_Vol_A	Frustrum_Vol_B	Frustrum_Vol_C	Frustrum_Vol_D	Cylinder_Vol
1079	1079	1	23.43	8.4	38.4	7	2.214	2.023	2.157	1.641	3.472	1.612	3.467	2.012	2.307	1.6	2.435	0.875	3.142	0.864	3.386	1.612	1.315	1.079	1.253	0.382	0.423	0.4	0.4	1.148	1.148	0.40125	1.148	0.6575	0.5395	0.118	0.6265	0.5085	0.6265	0.5675	0.597	0.61175	0.420188017	1.23673225	0.82396825	1.02155925	0.91928275	0.96955075	0.995337438	1.260564052	0.141246	0.173438487	0.090413116	0.133388476	0.112266465	0.101431208	0.17804963
1234	1079	1	28.3	24.05	29.1	10.5	2.139	2.052	2.075	1.635	3.467	1.583	3.403	2.041	2.232	1.612	2.348	0.87	3.148	0.823	3.328	1.588	1.392	1.096	1.264	0.417	0.44	0.453	0.458	1.182	1.218	0.442	1.2	0.696	0.548	0.148	0.632	0.484	0.632	0.558	0.595	0.6135	0.462861318	1.323712	0.799792	1.046064	0.917452	0.980389	1.01288425	1.388583953	0.184112	0.242502302	0.128512519	0.188042039	0.158910936	0.143870142	0.255654969
2473	1079	1	27.55	24.51	31.5	12.2	2.081	1.994	2.017	1.617	3.467	1.559	3.438	1.994	2.186	1.606	2.406	0.951	3.119	0.939	3.304	1.542	1.45	1.118	1.357	0.377	0.388	0.452	0.435	1.043	1.055	0.413	1.049	0.725	0.559	0.166	0.6785	0.5125	0.6785	0.5955	0.637	0.65775	0.432492589	1.47789975	0.86162475	1.15212475	0.99998575	1.074333	1.112798313	1.297477766	0.213144	0.26653437	0.140895273	0.206694263	0.174539628	0.157903666	0.276549601
449	1080	1	19	9.81	24.8	4.6	2.278	1.925	2.238	1.577	3.432	1.571	3.374	1.948	2.383	1.583	2.394	0.904	3.159	0.87	3.328	1.606	1.194	0.945	1.096	0.348	0.342	0.342	0.377	1.021	1.078	0.35225	1.0495	0.597	0.4725	0.1245	0.548	0.4235	0.548	0.48575	0.516875	0.5324375	0.368875337	0.983869	0.60271225	0.78249025	0.688726188	0.734639453	0.75832266	1.106626012	0.13315275	0.140599325	0.074283654	0.108870905	0.091934633	0.083198482	0.147350297
733	1080	1	26.79	7.9	29.3	4.9	2.116	2.093	2.07	1.6	3.536	1.554	3.461	2.087	2.197	1.588	2.458	0.586	3.177	0.568	3.409	1.594	1.466	1.212	1.345	0.493	0.505	0.493	0.533	1.507	1.519	0.506	1.513	0.733	0.606	0.127	0.6725	0.5455	0.6725	0.609	0.64075	0.656625	0.529881961	1.48248775	0.99537925	1.22702725	1.107171	1.166091063	1.196307141	1.589645883	0.170053	0.258110007	0.135363911	0.198873575	0.167652897	0.151641942	0.270324051
848	1080	1	26.8	18.32	31.3	10.1	2.168	2.058	2.116	1.687	3.554	1.519	3.542	1.994	2.249	1.652	2.342	0.736	3.165	0.707	3.432	1.519	1.438	1.183	1.374	0.371	0.406	0.475	0.475	1.322	1.287	0.43175	1.3045	0.719	0.5915	0.1275	0.687	0.5595	0.687	0.62325	0.655125	0.6710625	0.452127543	1.482883	0.99385675	1.22820175	1.106965188	1.166567453	1.197130598	1.356382628	0.16708875	0.221102237	0.115148408	0.169962797	0.143014971	0.129196532	0.226636278
2276	1080	1	26.11	16.86	29.2	8.5	2.214	2.145	2.116	1.67	3.565	1.623	3.542	2.099	2.214	1.675	2.435	0.87	3.241	0.852	3.467	1.588	1.449	1.253	1.328	0.475	0.47	0.511	0.476	1.275	1.247	0.483	1.261	0.7245	0.6265	0.098	0.664	0.566	0.664	0.615	0.6395	0.65175	0.505796417	1.44686425	1.06745725	1.24939425	1.15602475	1.20210925	1.225601688	1.517389252	0.132398	0.191902701	0.099879619	0.147105577	0.123796202	0.111913811	0.200899302
194	1081	1	26.38	35.89	31.4	15	2.168	2.093	2.099	1.606	3.519	1.554	3.49	2.093	2.238	1.612	2.493	0.881	3.13	0.881	3.438	1.588	1.42	1.2	1.322	0.487	0.481	0.505	0.539	1.212	1.212	0.503	1.212	0.71	0.6	0.11	0.661	0.551	0.661	0.606	0.6335	0.64725	0.526740368	1.410331	0.994201	1.193521	1.090836	1.14142225	1.167282563	1.580221105	0.1441	0.219192469	0.114202579	0.168290914	0.141645094	0.128023423	0.227709861
1023	1081	1	24.57	22.3	28.5	10.4	2.168	1.977	2.139	1.583	3.478	1.496	3.496	1.872	2.232	1.559	2.452	0.701	3.159	0.678	3.38	1.484	1.339	1.148	1.328	0.394	0.418	0.388	0.376	1.276	1.194	0.394	1.235	0.6695	0.574	0.0955	0.664	0.5685	0.664	0.61625	0.640125	0.6520625	0.412595835	1.33367425	0.97898725	1.151508	1.062967563	1.106667766	1.128945379	1.237787506	0.11875425	0.146342379	0.075161036	0.111692452	0.09366193	0.08447028	0.146992527
1085	1081	1	26.71	11.6	30.2	7	2.232	2.052	2.18	1.693	3.554	1.496	3.513	2.023	2.243	1.652	2.423	0.69	3.032	0.649	3.449	1.496	1.374	1.206	1.281	0.359	0.4	0.527	0.527	1.362	1.374	0.45325	1.368	0.687	0.603	0.084	0.6405	0.5565	0.6405	0.5985	0.6195	0.63	0.47464229	1.32223275	1.00887075	1.16007075	1.08270675	1.12094775	1.140399	1.42392687	0.10836	0.148734857	0.076968943	0.113689169	0.095538373	0.086305988	0.154296716
1241	1081	1	25.94	16.04	27.2	7.3	2.116	2.157	2.087	1.71	3.455	1.606	3.478	2.041	2.209	1.675	2.412	0.875	3.061	0.858	3.368	1.606	1.368	1.159	1.362	0.447	0.482	0.435	0.435	1.282	1.183	0.44975	1.2325	0.684	0.5795	0.1045	0.681	0.5765	0.681	0.62875	0.654875	0.6679375	0.470977099	1.397421	1.00225425	1.19422075	1.095507438	1.144181578	1.169030535	1.412931296	0.13203575	0.186114489	0.095702664	0.142194374	0.119269968	0.107566678	0.186557443
198	1082	1	25.28	33.54	28.7	13.9	2.243	2.006	2.203	1.554	3.42	1.478	3.432	1.959	2.348	1.565	2.394	0.794	3.119	0.725	3.31	1.472	1.217	0.962	1.189	0.452	0.441	0.487	0.481	1.212	1.234	0.46525	1.223	0.6085	0.481	0.1275	0.5945	0.467	0.5945	0.53075	0.562625	0.5785625	0.487208661	1.08545575	0.674077	0.87074575	0.768347313	0.818530516	0.844384129	1.461625982	0.13891125	0.20042729	0.104608572	0.154497977	0.130048286	0.117452182	0.203036292
843	1082	1	24.9	28.23	28.6	13.9	2.151	1.988	2.122	1.554	3.438	1.583	3.443	1.994	2.249	1.554	2.383	0.742	3.136	0.725	3.328	1.559	1.316	1.079	1.292	0.434	0.434	0.435	0.411	1.246	1.269	0.4285	1.2575	0.658	0.5395	0.1185	0.646	0.5275	0.646	0.58675	0.616375	0.6311875	0.448724151	1.275348	0.85390275	1.05689325	0.951887438	1.003512703	1.029983566	1.346172452	0.14190375	0.189112662	0.098025922	0.145144566	0.121979063	0.110100947	0.191026919
1022	1082	1	24.86	32	28.7	12.8	2.214	2	2.18	1.588	3.345	1.478	3.339	1.925	2.29	1.594	2.423	0.736	3.038	0.719	3.223	1.472	1.165	0.933	1.125	0.412	0.406	0.453	0.447	1.264	1.206	0.4295	1.235	0.5825	0.4665	0.116	0.5625	0.4465	0.5625	0.5045	0.5335	0.548	0.449771348	0.98336875	0.62527675	0.79643475	0.70749175	0.75112225	0.77356825	1.349314045	0.121684	0.161059522	0.084077557	0.12408157	0.104457821	0.094362254	0.16418993
1307	1082	1	28.73	16.89	24.9	8	2.243	2.116	2.174	1.739	3.519	1.704	3.49	2.064	2.313	1.704	2.574	0.835	3.177	0.829	3.403	1.635	1.345	1.09	1.247	0.377	0.412	0.429	0.36	1.281	1.235	0.3945	1.258	0.6725	0.545	0.1275	0.6235	0.496	0.6235	0.55975	0.591625	0.6075625	0.413119434	1.26031225	0.813361	1.02558475	0.915408813	0.969480766	0.997278754	1.239358302	0.15523125	0.184644247	0.096970492	0.142486313	0.120148138	0.108664249	0.192387138
459	1083	1	22.52	12.75	21.7	4.6	2.139	1.948	2.099	1.658	3.345	1.588	3.328	1.907	2.226	1.658	2.377	0.823	3.055	0.788	3.252	1.606	1.246	1.026	1.189	0.29	0.29	0.301	0.319	1.125	1.119	0.3	1.122	0.623	0.513	0.11	0.5945	0.4845	0.5945	0.5395	0.567	0.58075	0.314159265	1.11193275	0.74645775	0.92157775	0.83099275	0.875529	0.898364313	0.942477796	0.12496	0.114817358	0.059801787	0.088259904	0.074268428	0.067094503	0.117772025
2477	1083	1	26.25	15.44	30.5	8.3	2.128	2.116	2.052	1.722	3.484	1.565	3.513	1.977	2.203	1.687	2.371	0.98	3.113	0.974	3.368	1.554	1.432	1.165	1.385	0.394	0.429	0.423	0.412	1.136	1.003	0.4145	1.0695	0.716	0.5825	0.1335	0.6925	0.559	0.6925	0.62575	0.659125	0.6758125	0.434063385	1.48804225	0.97740475	1.22224375	1.095368688	1.157692328	1.189689566	1.302190155	0.17334975	0.221649042	0.115373397	0.170445216	0.143392805	0.129503976	0.225734338
2535	1083	1	23.91	10	26.1	5	2.168	2.023	2.099	1.664	3.49	1.559	3.49	1.913	2.249	1.635	2.359	1.072	3.09	1.032	3.368	1.542	1.391	1.119	1.322	0.359	0.388	0.371	0.354	0.951	0.881	0.368	0.916	0.6955	0.5595	0.136	0.661	0.525	0.661	0.593	0.627	0.644	0.385368699	1.38036675	0.88240275	1.11979075	0.99647275	1.05697575	1.08809425	1.156106097	0.17068	0.191899739	0.100417834	0.147940731	0.124624769	0.112632673	0.197324189
2594	1083	1	25.6	19.66	27	8.5	2.22	2.11	2.151	1.704	3.6	1.675	3.554	2.081	2.278	1.641	2.493	0.939	3.223	0.945	3.443	1.704	1.449	1.165	1.334	0.406	0.469	0.377	0.406	1.171	1.136	0.4145	1.1535	0.7245	0.5825	0.142	0.667	0.525	0.667	0.596	0.6315	0.64925	0.434063385	1.45303075	0.92074375	1.17272275	1.04169225	1.10594725	1.139019938	1.302190155	0.185594	0.231046297	0.121671439	0.178546982	0.150656239	0.136300596	0.24167868
2205	1084	1	33.93	47.39	34.5	19	2.046	2.301	2.075	1.571	3.571	1.606	3.588	2.307	2.186	1.612	2.499	1.026	3.194	1.055	3.438	1.658	1.496	1.252	1.542	0.73	0.689	0.649	0.701	1.275	1.252	0.69225	1.2635	0.748	0.626	0.122	0.771	0.649	0.771	0.71	0.7405	0.75575	0.724922505	1.730653	1.219351	1.468963	1.340436	1.40376925	1.436133563	2.174767514	0.167628	0.370654327	0.18970497	0.282877085	0.236965387	0.213503768	0.364551929
2251	1084	1	30.96	65.3	34.5	22	2.11	2.22	2.099	1.612	3.536	1.513	3.6	2.197	2.203	1.6	2.4	0.765	3.165	0.759	3.42	1.507	1.437	1.217	1.49	0.608	0.62	0.69	0.684	1.455	1.438	0.6505	1.4465	0.7185	0.6085	0.11	0.745	0.635	0.745	0.69	0.7175	0.73125	0.681202007	1.60654975	1.15989475	1.37862975	1.26623725	1.32167725	1.349964438	2.043606021	0.14597	0.304262282	0.155259561	0.231821558	0.194055719	0.17478643	0.298305171
2271	1084	1	30.51	43.75	34.6	18.6	2.052	2.139	2	1.681	3.49	1.6	3.478	2.11	2.168	1.623	2.371	1.003	3.171	0.997	3.386	1.571	1.49	1.218	1.426	0.458	0.516	0.539	0.51	1.136	1.113	0.50575	1.1245	0.745	0.609	0.136	0.713	0.577	0.713	0.645	0.679	0.696	0.529620162	1.594579	1.055203	1.313467	1.179711	1.245433	1.279161	1.588860485	0.184144	0.285664404	0.148882583	0.219722457	0.184914761	0.167051732	0.292579125
2283	1084	1	32.17	69.56	37.1	27.2	2.186	2.388	2.052	1.739	3.641	1.554	3.67	2.186	2.249	1.704	2.551	0.968	3.188	0.945	3.472	1.594	1.589	1.223	1.484	0.649	0.684	0.592	0.632	1.42	1.241	0.63925	1.3305	0.7945	0.6115	0.183	0.742	0.559	0.742	0.6505	0.69625	0.719125	0.669421035	1.77131325	1.02824175	1.37822925	1.19486325	1.284453188	1.330817953	2.008263104	0.257298	0.497427692	0.263138698	0.385887755	0.325914367	0.294876817	0.51672208
452	1086	1	26.88	6.99	23.6	3.1	2.203	2.029	2.122	1.629	3.467	1.49	3.496	1.925	2.278	1.583	2.412	0.643	3.246	0.597	3.38	1.501	1.345	1.102	1.293	0.4	0.446	0.424	0.435	1.386	1.328	0.42625	1.357	0.6725	0.551	0.1215	0.6465	0.525	0.6465	0.58575	0.616125	0.6313125	0.446367956	1.30498975	0.868501	1.07778475	0.969452313	1.022695891	1.05000966	1.339103869	0.14865525	0.194834591	0.101417031	0.14977316	0.126006933	0.113814942	0.19906482
1968	1086	1	25.7	8.66	23	4	1.983	2.099	1.907	1.675	3.548	1.565	3.542	1.988	2.058	1.635	2.348	0.765	3.084	0.783	3.432	1.565	1.641	1.374	1.559	0.424	0.464	0.423	0.423	1.334	1.205	0.4335	1.2695	0.8205	0.687	0.1335	0.7795	0.646	0.7795	0.71275	0.746125	0.7628125	0.453960138	1.92042025	1.333087	1.61510575	1.469640813	1.541259391	1.577904098	1.361880415	0.20125125	0.266625883	0.138600613	0.204635896	0.172123916	0.15548868	0.274080136
2055	1086	1	24.66	6.65	14.1	1.5	2.255	2.035	2.174	1.757	3.484	1.675	3.455	1.954	2.261	1.716	2.446	0.986	3.084	0.957	3.374	1.652	1.31	1.113	1.2	0.278	0.319	0.302	0.279	1.049	0.997	0.2945	1.023	0.655	0.5565	0.0985	0.6	0.5015	0.6	0.55075	0.575375	0.5876875	0.308399679	1.182025	0.84027925	1.00359225	0.919510188	0.960944828	0.982116941	0.925199036	0.11933275	0.10539428	0.055028603	0.080959484	0.068181054	0.061651581	0.110406545
2088	1086	1	23.09	7.63	25.3	3.6	2.354	1.872	2.284	1.623	3.397	1.617	3.362	1.867	2.388	1.612	2.557	0.968	3.206	0.962	3.328	1.623	1.113	0.94	1.008	0.249	0.26	0.244	0.25	0.904	0.905	0.25075	0.9045	0.5565	0.47	0.0865	0.504	0.4175	0.504	0.46075	0.482375	0.4931875	0.262584786	0.84418425	0.59143125	0.711796	0.649743063	0.680301891	0.695932035	0.787754358	0.08879225	0.066369092	0.03476314	0.051057298	0.043033014	0.038928776	0.069946482
457	1087	1	26.39	39.14	29.4	15	2.162	2.041	2.07	1.577	3.42	1.455	3.438	1.959	2.272	1.559	2.435	0.846	3.101	0.829	3.316	1.478	1.35	1.044	1.276	0.464	0.482	0.481	0.504	1.195	1.13	0.48275	1.1625	0.675	0.522	0.153	0.638	0.485	0.638	0.5615	0.59975	0.618875	0.505534618	1.293319	0.760879	1.012564	0.88086925	0.945253563	0.978543016	1.516603854	0.183141	0.269166852	0.141931372	0.208507627	0.175959128	0.159130157	0.277752346
725	1087	1	28.21	16.41	32	9.6	2.186	2.214	2.139	1.716	3.438	1.617	3.449	2.18	2.261	1.716	2.493	0.974	3.084	0.957	3.299	1.612	1.299	1.038	1.263	0.498	0.498	0.568	0.563	1.24	1.223	0.53175	1.2315	0.6495	0.519	0.1305	0.6315	0.501	0.6315	0.56625	0.598875	0.6151875	0.556847298	1.23080175	0.780381	0.99590175	0.883883813	0.938828391	0.967098973	1.670541894	0.15248925	0.250815578	0.13080343	0.193180316	0.162584576	0.146842179	0.25473968
817	1087	1	31.66	23.16	30.8	11.7	2.191	2.104	2.128	1.588	3.438	1.571	3.449	2.006	2.243	1.577	2.487	0.846	3.119	0.829	3.339	1.554	1.31	1.096	1.258	0.516	0.527	0.452	0.435	1.258	1.177	0.4825	1.2175	0.655	0.548	0.107	0.629	0.522	0.629	0.5755	0.60225	0.615625	0.505272818	1.236661	0.858844	1.040637	0.94687825	0.993042063	1.016660641	1.515818455	0.128721	0.19090066	0.099045599	0.146419347	0.123094027	0.111160202	0.195117667
850	1087	1	30.67	34.64	29	13.4	2.214	2.052	2.128	1.588	3.374	1.507	3.357	2.046	2.307	1.548	2.58	0.777	3.148	0.748	3.264	1.496	1.246	0.957	1.143	0.464	0.504	0.55	0.539	1.275	1.298	0.51425	1.2865	0.623	0.4785	0.1445	0.5715	0.427	0.5715	0.49925	0.535375	0.5534375	0.538521341	1.07078575	0.61561075	0.82903725	0.717103938	0.771765578	0.80007516	1.615564022	0.15916675	0.245121451	0.130186726	0.190465204	0.161028744	0.14578343	0.257144075
790	1090	1	24.47	19.34	31.2	10.4	2.145	2.052	2.075	1.762	3.368	1.646	3.374	1.994	2.186	1.699	2.4	0.841	3.055	0.8	3.304	1.612	1.293	1.118	1.229	0.29	0.353	0.382	0.348	1.211	1.194	0.34325	1.2025	0.6465	0.559	0.0875	0.6145	0.527	0.6145	0.57075	0.592625	0.6035625	0.359450559	1.19284675	0.884803	1.03359675	0.957285813	0.994962766	1.014160129	1.078351678	0.10548125	0.110726498	0.057242502	0.084672511	0.071129509	0.064229006	0.113745883
810	1090	1	24.99	14.84	33.2	8.1	2.186	1.959	2.128	1.571	3.403	1.588	3.391	1.936	2.238	1.571	2.435	0.794	3.13	0.765	3.316	1.577	1.275	1.078	1.205	0.388	0.388	0.359	0.348	1.165	1.171	0.37075	1.168	0.6375	0.539	0.0985	0.6025	0.504	0.6025	0.55325	0.577875	0.5901875	0.388248492	1.15350625	0.816193	0.97827475	0.894808313	0.935935141	0.956953348	1.164745476	0.11588525	0.130961361	0.068033366	0.100439084	0.084471655	0.076311368	0.134976821
2324	1090	1	24.04	10.06	38.7	8.1	2.162	1.959	2.122	1.612	3.449	1.583	3.42	1.988	2.226	1.612	2.446	1.078	3.13	1.078	3.345	1.571	1.327	1.119	1.258	0.347	0.347	0.417	0.405	0.881	0.91	0.379	0.8955	0.6635	0.5595	0.104	0.629	0.525	0.629	0.577	0.603	0.616	0.396887872	1.25321475	0.88240275	1.06060675	0.96880075	1.01402775	1.03714825	1.190663616	0.127192	0.147170786	0.076443779	0.112880467	0.094930419	0.085754173	0.151442887
470	1093	2	22.32	24.21	26.2	9.8	2.203	1.925	2.168	1.594	3.351	1.6	3.357	1.942	2.29	1.617	2.446	0.87	3.096	0.846	3.281	1.612	1.183	0.991	1.154	0.331	0.308	0.33	0.342	1.055	1.096	0.32775	1.0755	0.5915	0.4955	0.096	0.577	0.481	0.577	0.529	0.553	0.565	0.343218997	1.02409675	0.71521675	0.86435275	0.78748075	0.82534075	0.84470275	1.029656992	0.104352	0.106013484	0.054827176	0.081211106	0.068216835	0.061571429	0.107446766
646	1093	1	19.95	15.71	26.2	7.5	2.18	1.896	2.18	1.588	3.38	1.6	3.333	1.919	2.272	1.577	2.412	0.875	3.072	0.864	3.299	1.617	1.2	1.027	1.153	0.308	0.319	0.302	0.319	1.021	1.055	0.312	1.038	0.6	0.5135	0.0865	0.5765	0.49	0.5765	0.53325	0.554875	0.5656875	0.326725636	1.03825225	0.75539725	0.89206725	0.821861688	0.856496828	0.874165129	0.980176908	0.09631775	0.09241598	0.047762387	0.070700344	0.059384156	0.053611469	0.094408434
2184	1093	1	21.73	6.34	31.6	4	2.365	1.867	2.261	1.646	3.31	1.565	3.246	1.803	2.365	1.583	2.533	1.055	3.072	1.043	3.235	1.542	1.049	0.87	0.881	0.221	0.284	0.261	0.238	0.812	0.76	0.251	0.786	0.5245	0.435	0.0895	0.4405	0.351	0.4405	0.39575	0.418125	0.4293125	0.262846585	0.70018275	0.465111	0.57488275	0.517994313	0.545937891	0.56028516	0.788539756	0.08587525	0.061787807	0.032934677	0.047887609	0.040542735	0.036771604	0.067716049
464	1094	1	24.62	30.34	24.1	10.9	2.22	2.046	2.093	1.629	3.38	1.594	3.397	2.07	2.249	1.577	2.423	0.806	3.136	0.8	3.328	1.594	1.287	1.079	1.177	0.417	0.469	0.476	0.476	1.24	1.27	0.4595	1.255	0.6435	0.5395	0.104	0.5885	0.4845	0.5885	0.5365	0.5625	0.5755	0.481187275	1.13912425	0.78718825	0.95488825	0.86833425	0.91093525	0.93274275	1.443561824	0.123032	0.169347125	0.088652019	0.130300702	0.109801643	0.099308152	0.177604298
811	1094	1	27.33	20.2	28.2	9.5	2.214	2.11	2.133	1.635	3.386	1.577	3.368	2.017	2.267	1.646	2.533	0.806	3.049	0.788	3.299	1.542	1.253	1.032	1.154	0.475	0.464	0.475	0.44	1.304	1.229	0.4635	1.2665	0.6265	0.516	0.1105	0.577	0.4665	0.577	0.52175	0.549375	0.5631875	0.485376065	1.08692175	0.72459225	0.896917	0.807702063	0.851546391	0.87404091	1.456128195	0.12624625	0.175866067	0.092223758	0.135526553	0.114245566	0.103327264	0.183830724
869	1094	1	27.36	21.17	25.5	9.9	2.18	2.035	2.11	1.623	3.362	1.577	3.304	2.035	2.238	1.588	2.423	0.864	2.997	0.817	3.264	1.583	1.252	1.026	1.124	0.412	0.447	0.452	0.458	1.171	1.218	0.44225	1.1945	0.626	0.513	0.113	0.562	0.449	0.562	0.5055	0.53375	0.547875	0.463123117	1.059532	0.695107	0.867319	0.77802075	0.821871813	0.844395891	1.389369351	0.128707	0.168773642	0.089018284	0.130374368	0.110065927	0.099634506	0.178821561
900	1094	1	24.42	16.43	22.7	6.5	2.087	2.116	2.041	1.641	3.438	1.6	3.432	2.035	2.191	1.629	2.446	0.875	3.084	0.87	3.333	1.623	1.397	1.142	1.345	0.475	0.487	0.412	0.435	1.241	1.165	0.45225	1.203	0.6985	0.571	0.1275	0.6725	0.545	0.6725	0.60875	0.640625	0.6565625	0.473595093	1.40989975	0.934261	1.16229475	1.044213813	1.102238266	1.132012504	1.420785278	0.16186125	0.225260178	0.117264513	0.173187065	0.145706969	0.131606036	0.229970081
463	1095	1	27.05	21.75	23.8	7.5	2.238	2.145	2.093	1.728	3.443	1.594	3.403	2.058	2.243	1.67	2.441	0.846	3.188	0.794	3.357	1.594	1.35	1.114	1.165	0.417	0.475	0.464	0.464	1.299	1.264	0.455	1.2815	0.675	0.557	0.118	0.5825	0.4645	0.5825	0.5235	0.553	0.56775	0.476474886	1.18811875	0.78473575	0.97400775	0.87589075	0.924079	0.948825813	1.429424657	0.145376	0.192201869	0.102018514	0.148768801	0.12580831	0.114017075	0.207804039
2472	1095	1	27.41	23.46	29.4	10.2	2.191	2.116	2.122	1.699	3.432	1.6	3.461	2.058	2.267	1.6	2.423	0.922	3.183	0.893	3.333	1.6	1.31	1.066	1.27	0.417	0.516	0.458	0.458	1.194	1.165	0.46225	1.1795	0.655	0.533	0.122	0.635	0.513	0.635	0.574	0.6045	0.61975	0.484067068	1.248175	0.820687	1.025769	0.919507	0.97170775	0.998505813	1.452201204	0.144936	0.206932863	0.10765942	0.159097355	0.133828691	0.120856632	0.210476234
2536	1095	1	27.14	22.66	31.8	11.5	2.226	2.099	2.191	1.681	3.53	1.646	3.507	2.07	2.29	1.641	2.475	1.043	3.212	1.026	3.426	1.594	1.339	1.136	1.281	0.418	0.458	0.476	0.424	1.056	1.044	0.444	1.05	0.6695	0.568	0.1015	0.6405	0.539	0.6405	0.58975	0.615125	0.6278125	0.464955713	1.28728525	0.919297	1.09666825	1.005407063	1.050393766	1.073370035	1.394867138	0.12560625	0.171098239	0.088628463	0.131060874	0.110144049	0.099461101	0.17520403
139	1097	1	23.75	0.73		0.1	2.186	2	2.104	1.606	3.339	1.588	3.252	1.994	2.214	1.646	2.33	0.812	2.98	0.736	3.235	1.594	1.235	1.021	1.066	0.394	0.354	0.4	0.406	1.188	1.258	0.3885	1.223	0.6175	0.5105	0.107	0.533	0.426	0.533	0.4795	0.50625	0.519625	0.406836249	0.99452275	0.65955925	0.81679575	0.73531525	0.775339938	0.795888953	1.220508746	0.120696	0.136275294	0.072305786	0.105455007	0.089171513	0.080811429	0.147310524
465	1097	1	23.2	17.57	27.7	8.4	2.18	1.971	2.11	1.675	3.403	1.617	3.414	1.93	2.226	1.681	2.383	0.846	3.171	0.829	3.328	1.635	1.293	1.102	1.234	0.296	0.29	0.295	0.313	1.125	1.101	0.2985	1.113	0.6465	0.551	0.0955	0.617	0.5215	0.617	0.56925	0.593125	0.6050625	0.312588469	1.19754175	0.86290975	1.024257	0.941303313	0.982210141	1.003091066	0.937765407	0.11436125	0.104602105	0.054166815	0.080097181	0.067310178	0.060783041	0.107244024
845	1097	1	25.64	29.96	29.8	12.8	2.139	2.11	2.081	1.67	3.409	1.583	3.432	2.023	2.191	1.652	2.412	0.719	3.032	0.725	3.322	1.6	1.328	1.131	1.293	0.44	0.458	0.423	0.44	1.391	1.298	0.44025	1.3445	0.664	0.5655	0.0985	0.6465	0.548	0.6465	0.59725	0.621875	0.6341875	0.461028722	1.28813425	0.92998825	1.10334825	1.014242688	1.058189078	1.080617066	1.383086166	0.12110575	0.165115593	0.085191653	0.126271877	0.106011329	0.095671382	0.167499687
1080	1097	1	22.85	1.2		0.7	2.226	1.977	2.157	1.646	3.42	1.577	3.426	1.913	2.249	1.623	2.441	0.748	3.154	0.742	3.345	1.559	1.263	1.096	1.2	0.331	0.354	0.354	0.336	1.229	1.171	0.34375	1.2	0.6315	0.548	0.0835	0.6	0.5165	0.6	0.55825	0.579125	0.5895625	0.359974158	1.13769225	0.85011825	0.989104	0.917868063	0.953050266	0.970968191	1.079922475	0.09848825	0.103519209	0.05348793	0.079131027	0.066466343	0.060016353	0.106359675
1243	1097	1	22.7	3.52	18.6	1.1	2.272	1.948	2.168	1.652	3.362	1.6	3.333	1.896	2.272	1.617	2.429	0.852	3.154	0.812	3.275	1.571	1.194	1.003	1.061	0.296	0.331	0.325	0.296	1.096	1.084	0.312	1.09	0.597	0.5015	0.0955	0.5305	0.435	0.5305	0.48275	0.506625	0.5185625	0.326725636	0.95454775	0.65887975	0.79897825	0.726648938	0.762243578	0.78046841	0.980176908	0.10490675	0.096602315	0.050828544	0.074460384	0.062830703	0.056876183	0.102827174
230	1099	1	21.04	10.99	24	5.3	2.232	1.977	2.186	1.675	3.316	1.612	3.299	1.942	2.307	1.658	2.377	0.817	3.026	0.736	3.217	1.6	1.13	0.91	1.067	0.302	0.319	0.342	0.33	1.16	1.206	0.32325	1.183	0.565	0.455	0.11	0.5335	0.4235	0.5335	0.4785	0.506	0.51975	0.338506608	0.90527475	0.57906975	0.73438975	0.65370475	0.693291	0.713651313	1.015519825	0.1122	0.110422548	0.057845702	0.085158107	0.0717579	0.0648658	0.113941324
792	1099	1	18.76	4.23	27.8	2.6	2.157	1.994	2.11	1.733	3.391	1.612	3.368	1.925	2.238	1.681	2.388	0.777	3.043	0.759	3.258	1.617	1.281	1.02	1.211	0.261	0.313	0.308	0.313	1.217	1.166	0.29875	1.1915	0.6405	0.51	0.1305	0.6055	0.475	0.6055	0.54025	0.572875	0.5891875	0.312850268	1.16469325	0.727975	0.93553525	0.827497563	0.880452016	0.907727535	0.938550805	0.15014025	0.136627422	0.071692142	0.105491761	0.088924946	0.080391793	0.140914253
