Marker,Chr,cM
100001_16441877,7,92.3555
100001_16425334,7,92.4365
100001_16378618,7,92.6805
100001_16288893,7,92.6805
100001_16288812,7,92.6805
100001_16177186,7,92.762
100001_16177060,7,92.762
100001_15978604,7,92.843
100001_15978040,7,92.843
100001_15977968,7,92.843
100001_15731879,7,94.494
100001_15510428,7,95.4775
100001_15510394,7,95.4775
100001_15510324,7,95.4775
100001_15227967,7,95.9695
100001_15227804,7,95.9695
100001_15105751,7,96.295
100001_15105727,7,96.295
100001_15105673,7,96.295
100001_15105580,7,96.295
100001_14895786,7,96.458
100001_14883918,7,96.458
100001_14760229,7,96.5395
100001_14760150,7,96.5395
100001_14554554,7,96.5395
100001_14553544,7,96.5395
100001_14549318,7,96.5395
100001_14549189,7,96.5395
100001_13513933,7,98.8655
100001_13513922,7,98.8655
100001_13368622,7,99.5195
100001_13339239,7,99.5195
100001_13339144,7,99.601
100001_13143234,7,100.9175
100001_13142938,7,100.9175
100001_12580124,7,101.737
100001_12465853,7,101.737
100001_12465788,7,101.737
100001_12392997,7,102.0635
100001_12357108,7,102.145
100001_12357091,7,102.145
100001_12357024,7,102.145
100001_12262339,7,102.635
100001_12174338,7,103.371
100001_11990587,7,105.2735
100001_11983752,7,105.355
100001_11903358,7,106.2555
100001_11903352,7,106.2555
100001_11857936,7,107.1565
100001_11857827,7,107.1565
100001_11469415,7,110.95
100001_11350366,7,111.1125
100001_11310537,7,111.1125
100001_11310448,7,111.1125
100001_11026897,7,112.847
100001_11026816,7,112.847
100001_11026808,7,112.847
100001_10831455,7,116.7275
100001_10651794,7,119.7435
100001_10593716,7,120.151
100001_10570097,7,120.3955
100001_10442568,7,120.3955
100001_10442563,7,120.3955
100001_10414893,7,120.4765
100001_10414643,7,120.4765
100001_10382627,7,120.558
100001_10330159,7,120.558
100001_10285765,7,121.459
100001_10113466,7,121.6215
100001_10113431,7,121.6215
100001_9912753,7,121.6215
100001_9841921,7,121.703
100001_9841691,7,121.703
100001_9813121,7,121.866
100001_9587307,7,123.271
100001_9056433,7,126.282
100001_8891872,7,127.0195
100001_8859895,7,127.101
100001_8859849,7,127.101
100001_8859848,7,127.101
100001_8833394,7,127.101
100001_8513083,7,128.1675
100001_8223053,7,131.9605
100001_8116390,7,132.2055
100001_8116297,7,132.2055
100001_8114798,7,132.2055
100001_8114596,7,132.2055
100001_8073909,7,132.3675
100001_8073888,7,132.3675
100001_8036060,7,132.7755
100001_8032919,7,132.7755
100001_8032847,7,132.7755
100001_7876256,7,134.342
100001_7746779,7,135.1605
100001_7746702,7,135.1605
100001_7672002,7,135.4045
100001_7654314,7,135.4045
100001_7654281,7,135.4045
100001_7441443,7,137.646
100001_7417082,7,137.7275
100001_7397530,7,137.7275
100001_7348426,7,138.0525
100001_7340536,7,138.461
100001_7340535,7,138.461
100001_7340532,7,138.461
100001_7340522,7,138.461
100001_7340473,7,138.461
100001_7340367,7,138.461
100001_7340297,7,138.461
100001_7340288,7,138.461
100001_7340286,7,138.461
100001_7340285,7,138.461
100001_7190345,7,140.3655
100001_7092664,7,141.349
100001_6991039,7,142.0855
100001_6991005,7,142.0855
100001_6990993,7,142.0855
100001_6990976,7,142.0855
100001_6990975,7,142.0855
100001_6878417,7,142.411
100001_6878416,7,142.411
100001_6878261,7,142.411
100001_6770607,7,142.901
100001_6747571,7,143.3085
100001_6745455,7,143.3085
100001_6734095,7,143.3085
100001_6724114,7,143.4715
100001_6633236,7,144.125
100001_6633070,7,144.125
100001_6367953,7,145.8615
100001_6324333,7,146.515
100001_6322455,7,146.515
100001_6322413,7,146.515
100001_6322409,7,146.515
100001_6299561,7,146.8405
100001_6299531,7,146.8405
100001_6269308,7,147.1675
100001_6269292,7,147.1675
100001_6269288,7,147.1675
100001_6269284,7,147.1675
100001_6269243,7,147.1675
100001_6269071,7,147.1675
100001_6269013,7,147.1675
100001_6269005,7,147.1675
100001_6194872,7,147.659
100001_6194851,7,147.659
100001_6194840,7,147.659
100001_6109048,7,148.231
100001_5985427,7,149.547
100001_5979237,7,149.628
100001_5857418,7,151.029
100001_5857348,7,151.029
100001_5857140,7,151.029
100001_5765602,7,151.7655
100001_5765601,7,151.7655
100001_5656660,7,152.915
100001_5618425,7,153.242
100001_5277041,7,155.314
100001_4911148,7,160.6185
100001_3213353,7,176.2135
100001_3100029,7,177.613
100001_3026390,7,177.613
100001_2849018,7,181.2375
100001_2836116,7,181.2375
100001_2708544,7,182.8045
100001_2708455,7,182.8045
100001_2585892,7,184.371
100001_2490957,7,186.8685
100001_2386703,7,188.5195
100001_2316962,7,189.752
100001_2316905,7,189.752
100001_2316869,7,189.8335
100001_2316677,7,189.8335
100001_2241379,7,190.16
100001_2240727,7,190.241
100001_2159081,7,191.4735
100001_2155729,7,191.555
100001_2155703,7,191.555
100001_2098693,7,192.457
100001_2097120,7,192.457
100001_2097119,7,192.457
100001_2097053,7,192.457
100001_2096658,7,192.457
100001_1918910,7,196.25
100001_1829291,7,198.2375
100001_1793367,7,198.2375
100001_1747236,7,198.645
100001_1723957,7,198.645
100001_1716164,7,198.808
100001_1716151,7,198.808
100001_1716127,7,198.808
100001_1661569,7,199.134
100001_1458770,7,201.4605
100001_1446609,7,201.5415
100001_1446512,7,201.5415
100001_1413977,7,201.704
100001_1397423,7,201.704
100001_1397389,7,201.704
100001_1337744,7,202.194
100001_1330270,7,202.356
100001_1330255,7,202.356
100001_1330181,7,202.356
100001_1134351,7,205.627
100001_1134102,7,205.7085
100001_891524,7,208.6335
100001_799724,7,210.3685
100001_799663,7,210.3685
100001_799636,7,210.3685
100001_690372,7,210.4495
100001_690365,7,210.4495
100001_690115,7,210.4495
100001_665098,7,210.9395
100001_664736,7,210.9395
100001_658717,7,210.9395
100001_452723,7,211.347
100001_430398,7,211.428
100001_379394,7,211.5095
100001_352666,7,211.835
100001_352039,7,211.835
100001_347577,7,211.835
100001_250484,7,212.489
100001_250482,7,212.489
100001_250199,7,212.733
100001_250196,7,212.733
100001_250189,7,212.733
100001_250161,7,212.733
100001_250038,7,212.733
100001_250031,7,212.733
100001_250025,7,212.733
100001_249950,7,212.733
100001_249946,7,212.733
100001_244472,7,213.1405
100001_244426,7,213.1405
100001_244424,7,213.1405
100001_244415,7,213.1405
100001_244413,7,213.1405
100001_244395,7,213.1405
100001_244388,7,213.1405
100001_244352,7,213.1405
100001_225621,7,213.303
100001_225603,7,213.303
100001_169633,7,213.303
100001_169014,7,213.303
100001_142862,7,213.303
100001_141719,7,213.466
100001_141710,7,213.466
100001_141687,7,213.466
100001_141519,7,213.466
100001_141505,7,213.466
100001_141005,7,213.5475
100001_139864,7,213.957
100001_139827,7,213.957
100001_139726,7,213.957
100001_139674,7,213.957
100003_20031369,8,0
100003_20031345,8,0
100003_19479472,8,0.6535
100003_19406287,8,1.1435
100003_19406284,8,1.1435
100003_19405789,8,1.1435
100003_19367494,8,1.7145
100003_19367482,8,1.7145
100003_19367439,8,1.7145
100003_19357528,8,1.796
100003_19354450,8,1.796
100003_19325385,8,1.796
100003_19325257,8,1.796
100003_19301719,8,1.796
100003_19275373,8,1.796
100003_19250809,8,1.796
100003_19230689,8,2.204
100003_18988016,8,8.3305
100003_18987993,8,8.3305
100003_18933624,8,8.8205
100003_18933390,8,8.8205
100003_18933316,8,8.8205
100003_18926013,8,8.8205
100003_18926003,8,8.8205
100003_18925994,8,8.8205
100003_18915412,8,9.064
100003_18826455,8,9.064
100003_18826454,8,9.064
100003_18826449,8,9.064
100003_18790096,8,9.1455
100003_18790087,8,9.1455
100003_18790040,8,9.1455
100003_18751961,8,9.1455
100003_18751797,8,9.1455
100003_18750374,8,9.1455
100003_18749879,8,9.1455
100003_18697667,8,9.2265
100003_18697612,8,9.2265
100003_18662091,8,9.2265
100003_18601102,8,9.9635
100003_18584645,8,9.9635
100003_18549429,8,10.208
100003_18549348,8,10.208
100003_18544728,8,10.289
100003_18526074,8,10.533
100003_18525994,8,10.6145
100003_18511111,8,10.6955
100003_18511063,8,10.6955
100003_18497552,8,10.6955
100003_18487463,8,11.1855
100003_18439427,8,11.6745
100003_18391481,8,13.3255
100003_18391449,8,13.3255
100003_18376792,8,13.815
100003_18342686,8,14.6345
100003_18174703,8,16.0345
100003_18174638,8,16.0345
100003_18157601,8,16.0345
100003_18087670,8,16.0345
100003_18041922,8,16.0345
100003_18041902,8,16.0345
100003_17942066,8,17.939
100003_17942015,8,17.939
100003_17835759,8,18.8415
100003_17739954,8,19.578
100003_17698281,8,20.3975
100003_17643770,8,21.133
100003_17622440,8,21.133
100003_17486810,8,21.133
100003_17445358,8,21.296
100003_17410162,8,21.3775
100003_17227992,8,23.196
100003_17220160,8,23.2775
100003_17220154,8,23.2775
100003_17172416,8,24.013
100003_17138585,8,24.997
100003_17094186,8,26.313
100003_16937637,8,27.4625
100003_16937423,8,27.4625
100003_16767686,8,29.114
100003_16767682,8,29.114
100003_16767677,8,29.114
100003_16767673,8,29.114
100003_16767668,8,29.114
100003_16767667,8,29.114
100003_16767637,8,29.114
100003_16695649,8,29.8515
100003_16625940,8,30.5875
100003_16625759,8,30.5875
100003_16544157,8,31.3235
100003_16408744,8,33.395
100003_16408690,8,33.395
100003_16408558,8,33.395
100003_16328502,8,34.4615
100003_16328462,8,34.4615
100003_16328448,8,34.4615
100003_16137728,8,35.7775
100003_16062107,8,36.7615
100003_16000000,8,38.0775
100003_15842927,8,39.561
100003_15718497,8,41.296
100003_15718484,8,41.296
100003_15718441,8,41.296
100003_15713987,8,41.296
100003_15713859,8,41.296
100003_15713669,8,41.296
100003_15713599,8,41.296
100003_15664509,8,41.703
100003_15622870,8,41.7845
100003_15464367,8,43.772
100003_15464222,8,43.853
100003_15442901,8,44.4245
100003_15419986,8,44.4245
100003_15402514,8,44.4245
100003_15351731,8,44.75
100003_15349097,8,44.75
100003_15267662,8,45.486
100003_15164703,8,47.3895
100003_14655042,8,51.358
100003_14652597,8,51.4395
100003_14640285,8,51.4395
100003_14636843,8,51.4395
100003_14631771,8,51.602
100003_14603194,8,52.4205
100003_14603179,8,52.4205
100003_14603023,8,52.4205
100003_14601560,8,52.4205
100003_14601480,8,52.4205
100003_14601392,8,52.4205
100003_14601375,8,52.4205
100003_14575856,8,52.4205
100003_14566154,8,52.746
100003_14495971,8,52.991
100003_14488155,8,53.072
100003_14315424,8,55.0635
100003_14303768,8,55.966
100003_14255270,8,56.2105
100003_14235318,8,56.373
100003_14044689,8,59.126
100003_14044571,8,59.126
100003_14044549,8,59.126
100003_13979872,8,61.1985
100003_13894795,8,62.017
100003_13894789,8,62.017
100003_13885693,8,62.098
100003_13871359,8,62.1795
100003_13867591,8,62.1795
100003_13854085,8,62.1795
100003_13852850,8,62.1795
100003_13837869,8,62.1795
100003_13837740,8,62.1795
100003_13837631,8,62.1795
100003_13833042,8,62.1795
100003_13833012,8,62.1795
100003_13826557,8,62.261
100003_13778425,8,62.997
100003_13778424,8,62.997
100003_13778423,8,63.0785
100003_13778420,8,63.0785
100003_13691693,8,64.0635
100003_13691425,8,64.0635
100003_13671542,8,64.1445
100003_13671498,8,64.1445
100003_13658234,8,64.1445
100003_13646047,8,64.1445
100003_13645990,8,64.1445
100003_13645948,8,64.1445
100003_13645510,8,64.226
100003_13520538,8,64.6335
100003_13471749,8,65.041
100003_13471690,8,65.041
100003_13459423,8,65.2035
100003_13459377,8,65.2035
100003_13459357,8,65.2035
100003_13400757,8,65.6115
100003_13400690,8,65.6115
100003_13313612,8,66.019
100003_13162439,8,67.004
100003_12997881,8,69.93
100003_12968929,8,70.1745
100003_12902517,8,70.664
100003_12725616,8,72.231
100003_12615777,8,72.802
100003_12554888,8,73.21
100003_12554881,8,73.21
100003_12554819,8,73.291
100003_12554807,8,73.291
100003_12554765,8,73.291
100003_12554545,8,73.291
100003_12515352,8,73.5355
100003_12514467,8,73.5355
100003_12442678,8,73.5355
100003_12442675,8,73.5355
100003_12442660,8,73.6165
100003_12435321,8,73.6165
100003_12430629,8,73.6165
100003_12373630,8,73.9425
100003_12346204,8,74.1865
100003_12341408,8,74.1865
100003_12311560,8,75.005
100003_12311559,8,75.661
100003_12195391,8,76.1515
100003_12195301,8,76.1515
100003_12195226,8,76.1515
100003_12181629,8,76.1515
100003_12181588,8,76.1515
100003_12168779,8,76.1515
100003_12086732,8,77.052
100003_12086684,8,77.052
100003_12086679,8,77.052
100003_11901087,8,79.04
100003_11901056,8,79.04
100003_11900966,8,79.04
100003_11900948,8,79.04
100003_11900877,8,79.04
100003_11839659,8,79.693
100003_11839656,8,79.693
100003_11839641,8,79.693
100003_11839622,8,79.693
100003_11815101,8,79.693
100003_11800047,8,79.693
100003_11741198,8,80.101
100003_11717191,8,80.5905
100003_11659861,8,82.241
100003_11659827,8,82.241
100003_11530458,8,82.977
100003_11330512,8,84.4605
100003_11330439,8,84.4605
100003_11306035,8,84.786
100003_11306034,8,84.8675
100003_11305801,8,84.8675
100003_11305761,8,84.8675
100003_11299658,8,84.8675
100003_11250058,8,86.0175
100003_11188685,8,86.838
100003_11188584,8,86.838
100003_11176612,8,87.0005
100003_11029860,8,88.819
100003_10963583,8,89.391
100003_10963552,8,89.391
100003_10764626,8,90.209
100003_10707402,8,91.61
100003_10483313,8,94.1925
100003_10479423,8,94.437
100003_10450071,8,95.4215
100003_10337100,8,96.5705
100003_10336863,8,96.5705
100003_10228049,8,97.7205
100003_10228007,8,97.7205
100003_10178342,8,97.7205
100003_10178235,8,97.7205
100003_10172300,8,97.7205
100003_10034970,8,98.539
100003_10025945,8,98.539
100003_10025878,8,98.539
100003_10025861,8,98.539
100003_10025477,8,98.539
100003_10025406,8,98.539
100003_9980633,8,99.275
100003_9980522,8,99.275
100003_9911249,8,100.6745
100003_9818783,8,101.4115
100003_9816830,8,101.4115
100003_9816779,8,101.4115
100003_9762157,8,101.6555
100003_9279779,8,103.559
100003_9098671,8,106.7425
100003_9009145,8,107.727
100003_8624459,8,109.462
100003_8481651,8,109.952
100003_8053158,8,115.168
100003_8002163,8,115.9865
100003_8002002,8,116.0675
100003_7727726,8,118.3095
100003_7727292,8,118.391
100003_7551125,8,118.798
100003_7479274,8,118.798
100003_7470874,8,118.8795
100003_7470786,8,119.6155
100003_6885234,8,123.9405
100003_6870215,8,124.103
100003_5302515,8,135.853
100003_5279209,8,136.2605
100003_5117398,8,136.4235
100003_4743030,8,137.2425
100003_4742949,8,137.2425
100003_3647658,8,140.2545
100003_3288112,8,140.991
100003_2040529,8,141.892
100003_1965967,8,141.973
100003_465852,8,144.4695
100041_396527,8,144.4695
100041_505560,8,144.4695
100041_566522,8,144.551
100019_11134633,8,146.4535
100019_10646171,8,147.521
100019_10646149,8,147.521
100019_10542179,8,147.765
100019_10542032,8,147.8465
100019_10542025,8,147.8465
100019_10542001,8,147.8465
100019_10541992,8,147.8465
100019_10541982,8,147.8465
100019_10541974,8,147.8465
100019_10541957,8,147.8465
100019_10541949,8,147.8465
100019_10541947,8,147.8465
100019_10541912,8,147.9275
100019_10401780,8,149.495
100019_10309031,8,149.821
100019_10122587,8,149.902
100019_10122581,8,149.902
100019_10110468,8,150.3105
100019_10035453,8,150.3105
100019_10035340,8,150.3105
100019_9441372,8,152.4675
100019_9439385,8,152.549
100019_9439377,8,152.549
100019_9414277,8,153.533
100019_9379439,8,154.105
100019_9379281,8,154.105
100019_9266412,8,155.506
100019_9182322,8,155.6685
100019_9173918,8,155.6685
100019_8790033,8,159.549
100019_8790032,8,159.549
100019_8759436,8,159.6305
100019_8661940,8,160.1195
100019_8661866,8,160.1195
100019_8627834,8,160.1195
100019_8602501,8,160.1195
100019_8580586,8,160.4455
100019_8576737,8,160.6085
100019_8430694,8,161.098
100019_8288387,8,161.3425
100019_8049114,8,162.409
100019_7804263,8,166.0295
100019_7648743,8,166.7655
100019_7648559,8,167.0105
100019_7568714,8,167.912
100019_7568655,8,167.912
100019_6804897,8,173.0385
100019_6505764,8,174.606
100019_6228786,8,178.0505
100019_4543013,8,195.216
100019_4542969,8,195.2975
100019_4478196,8,195.542
100019_4415466,8,195.542
100019_4403096,8,195.7045
100019_4386746,8,196.112
100019_4286055,8,196.52
100019_4277223,8,196.6825
100019_4180071,8,197.09
100019_4021217,8,199.001
100019_3684730,8,201.2425
100019_3353277,8,204.6025
100019_3311427,8,205.669
100019_3261878,8,206.1585
100019_3261838,8,206.1585
100019_3165803,8,206.8125
100019_3128193,8,206.8125
100019_3128027,8,206.8125
100019_3119051,8,207.1385
100019_3003466,8,208.7895
100019_2982997,8,208.871
100019_2982792,8,208.871
100019_2982773,8,208.871
100019_2982730,8,208.871
100019_2982716,8,208.871
100019_2982662,8,208.871
100019_2939473,8,208.9525
100019_2754876,8,210.6075
100019_2747801,8,210.8515
100019_2683954,8,211.67
100019_2627009,8,212.4055
100019_2610915,8,212.8955
100019_2565388,8,213.0585
100019_2565147,8,213.0585
100019_2490149,8,213.9595
100019_2235117,8,215.694
100019_2235007,8,215.694
100019_2234999,8,215.694
100019_2234928,8,215.694
100019_2173776,8,216.4295
100019_2131137,8,216.9195
100019_2039588,8,218.3195
100019_2039587,8,218.3195
100019_1934060,8,220.5605
100019_1885937,8,221.0505
100019_1708083,8,223.1235
100019_1511398,8,227.0055
100019_1511273,8,227.0865
100019_1114969,8,232.3005
100019_489268,8,239.452
100019_337864,8,241.0185
100019_295241,8,241.0185
100019_294908,8,241.0185
100019_267659,8,241.0185
100019_199748,8,241.0995
100019_199704,8,241.0995
100019_199626,8,241.0995
100019_199607,8,241.0995
100019_199285,8,241.0995
100010_13440681,9,0
100010_13440646,9,0
100010_13439617,9,0.0815
100010_13439493,9,0.0815
100010_13366985,9,0.0815
100010_13366686,9,0.0815
100010_13310539,9,0.0815
100010_13310538,9,0.0815
100010_13310492,9,0.0815
100010_13298222,9,0.0815
100010_13285141,9,0.244
100010_12881819,9,1.561
100010_12881817,9,1.561
100010_12786852,9,2.2965
100010_12736740,9,2.7045
100010_12639453,9,3.4405
100010_12574768,9,5.0915
100010_12566175,9,5.3365
100010_12405650,9,6.903
100010_12238924,9,7.5565
100010_12238880,9,7.5565
100010_12236912,9,7.6375
100010_12236685,9,7.6375
100010_12236650,9,7.6375
100010_12236645,9,7.6375
100010_12178503,9,8.0455
100010_12170759,9,8.371
100010_12107464,9,9.6035
100010_11985050,9,12.701
100010_11984760,9,12.701
100010_11928316,9,13.768
100010_11928058,9,13.931
100010_11927982,9,13.931
100010_11927892,9,13.931
100010_11927888,9,13.931
100010_11902013,9,14.0125
100010_11890376,9,14.0125
100010_11881806,9,14.0125
100010_11881781,9,14.0125
100010_11881758,9,14.0125
100010_11739727,9,14.0125
100010_11738359,9,14.094
100010_11738314,9,14.094
100010_11738313,9,14.094
100010_11738291,9,14.094
100010_11738237,9,14.094
100010_11738223,9,14.094
100010_11738216,9,14.094
100010_11684254,9,14.094
100010_11684208,9,14.094
100010_11676256,9,14.175
100010_11512493,9,15.2415
100010_11512105,9,15.2415
100010_11507481,9,15.2415
100010_11507472,9,15.2415
100010_11507436,9,15.2415
100010_11507419,9,15.2415
100010_11481888,9,15.731
100010_11471673,9,15.731
100010_11460367,9,15.731
100010_11460351,9,15.731
100010_11460285,9,15.731
100010_11450546,9,15.731
100010_11420668,9,15.8935
100010_11420667,9,15.8935
100010_11420649,9,15.8935
100010_11419689,9,15.8935
100010_11311798,9,17.881
100010_11311796,9,17.881
100010_11311769,9,17.881
100010_11311762,9,17.881
100010_11311588,9,17.881
100010_11311559,9,17.881
100010_11311549,9,17.881
100010_11298315,9,18.4525
100010_11298309,9,18.4525
100010_11232392,9,19.6015
100010_11232361,9,19.6015
100010_11232344,9,19.6015
100010_11224843,9,19.683
100010_11224807,9,19.683
100010_11224568,9,19.683
100010_11224565,9,19.683
100010_11203806,9,19.7645
100010_11203781,9,19.7645
100010_11155461,9,20.914
100010_11022001,9,22.7335
100010_10961847,9,24.3845
100010_10944684,9,25.2855
100010_10944659,9,25.2855
100010_10944429,9,25.367
100010_10907667,9,26.35
100010_10899547,9,26.35
100010_10884228,9,26.922
100010_10884024,9,26.922
100010_10884010,9,26.922
100010_10884008,9,26.922
100010_10883970,9,26.922
100010_10866367,9,27.4935
100010_10809861,9,29.312
100010_10809852,9,29.312
100010_10809806,9,29.312
100010_10809775,9,29.312
100010_10809768,9,29.312
100010_10769084,9,29.801
100010_10769082,9,29.801
100010_10768963,9,29.801
100010_10768951,9,29.801
100010_10768902,9,29.801
100010_10768899,9,29.801
100010_10766979,9,30.292
100010_10766970,9,30.292
100010_10766963,9,30.292
100010_10766922,9,30.292
100010_10766840,9,30.292
100010_10766586,9,30.4545
100010_10766580,9,30.4545
100010_10766495,9,30.4545
100010_10766486,9,30.4545
100010_10766474,9,30.4545
100010_10760410,9,30.617
100010_10760286,9,30.617
100010_10760251,9,30.617
100010_10760178,9,30.8615
100010_10760092,9,30.8615
100010_10760061,9,30.8615
100010_10760030,9,30.8615
100010_10760013,9,30.8615
100010_10759987,9,30.8615
100010_10725374,9,31.1885
100010_10721279,9,31.76
100010_10721242,9,31.76
100010_10721239,9,31.76
100010_10721189,9,31.76
100010_10663073,9,32.496
100010_10663063,9,32.496
100010_10417510,9,38.0725
100010_10417482,9,38.0725
100010_10380149,9,38.7265
100010_10370040,9,38.8075
100010_10366469,9,38.8075
100010_10338315,9,38.8075
100010_10338239,9,38.8075
100010_10338116,9,38.8075
100010_10220657,9,39.544
100010_10181087,9,40.1975
100010_10181083,9,40.1975
100010_10153548,9,40.7695
100010_10153452,9,40.7695
100010_10068957,9,41.836
100010_10059557,9,41.836
100010_10059554,9,41.836
100010_10059525,9,41.836
100010_9896484,9,44.761
100010_9853364,9,44.924
100010_9853324,9,44.924
100010_9780062,9,45.825
100010_9754676,9,46.1505
100010_9753510,9,46.1505
100010_9730395,9,46.476
100010_9698582,9,47.2125
100010_9698567,9,47.2125
100010_9698564,9,47.2125
100010_9320811,9,52.792
100010_9320767,9,52.792
100010_9320746,9,52.792
100010_9320735,9,52.792
100010_9238100,9,52.873
100010_8904473,9,57.908
100010_8904110,9,57.908
100010_8783903,9,59.0575
100010_8771220,9,59.0575
100010_8758515,9,59.0575
100010_8758259,9,59.0575
100010_8528978,9,65.3645
100010_8528973,9,65.3645
100010_8528969,9,65.3645
100010_8448817,9,66.1025
100010_8409118,9,66.921
100010_8399357,9,67.5755
100010_8345490,9,67.82
100010_8147381,9,68.0645
100010_8135324,9,68.7185
100010_8135256,9,68.7185
100010_8126228,9,68.7995
100010_8066933,9,69.453
100010_8038888,9,70.189
100010_8038815,9,70.189
100010_7971307,9,71.8395
100010_7759759,9,74.766
100010_7697946,9,75.7565
100010_7663211,9,75.8375
100010_7663209,9,75.8375
100010_7663208,9,75.8375
100010_7657536,9,75.8375
100010_7636333,9,76.246
100010_7458411,9,78.6575
100010_7448030,9,78.902
100010_7149434,9,78.902
100010_7091142,9,78.902
100010_7090978,9,78.902
100010_7046642,9,78.902
100010_7000257,9,78.902
100010_6923087,9,78.902
100010_6923078,9,78.902
100010_6921738,9,78.902
100010_6798384,9,78.902
100010_6773585,9,78.902
100010_6730268,9,78.902
100010_6628424,9,78.902
100010_6628194,9,78.902
100010_6501127,9,78.902
100010_6438778,9,78.902
100010_6286135,9,78.902
100010_6286120,9,78.902
100010_6165730,9,79.0645
100010_6162445,9,79.0645
100010_6162259,9,79.0645
100010_6087450,9,79.3085
100010_6087421,9,79.3085
100010_6087399,9,79.3085
100010_6065753,9,80.465
100010_6065747,9,80.465
100010_6065742,9,80.465
100010_6065739,9,80.465
100010_6065733,9,80.465
100010_6065729,9,80.465
100010_6065728,9,80.465
100010_6065726,9,80.465
100010_6065725,9,80.465
100010_6065580,9,80.628
100010_6022117,9,81.7875
100010_6022032,9,81.869
100010_5988881,9,82.0315
100010_5886676,9,82.1945
100010_5886673,9,82.1945
100010_5886557,9,82.1945
100010_5886508,9,82.1945
100010_5886497,9,82.1945
100010_5682763,9,84.5205
100010_5682695,9,84.5205
100010_5459489,9,86.593
100010_5459443,9,86.593
100010_5390190,9,86.9185
100010_5390040,9,86.9185
100010_5341421,9,88.403
100010_5322265,9,88.7295
100010_5102396,9,90.3015
100010_5102203,9,90.3015
100010_5102189,9,90.3015
100010_5102184,9,90.3015
100010_5102151,9,90.3015
100010_5102141,9,90.3015
100010_5059112,9,90.6275
100010_5059081,9,90.6275
100010_4951758,9,91.0345
100010_4779980,9,91.443
100010_4779977,9,91.443
100010_4779937,9,91.443
100010_4779927,9,91.443
100010_4290124,9,94.717
100010_3789742,9,97.1285
100010_3771798,9,97.2095
100010_3771702,9,97.2095
100010_3766806,9,97.4535
100010_3589706,9,98.2725
100010_3542898,9,98.516
100010_3538269,9,98.516
100010_2855886,9,100.0015
100010_2855869,9,100.0015
100010_2855841,9,100.0015
100010_2822305,9,100.0015
100010_2430449,9,101.1515
100010_2381387,9,101.1515
100010_2321713,9,101.1515
100010_2196421,9,101.641
100010_2099806,9,101.722
100010_2099693,9,101.722
100010_2015065,9,102.4585
100010_1764117,9,102.621
100010_1764108,9,102.621
100010_1764051,9,102.621
100010_1763994,9,102.7835
100010_1743259,9,103.85
100010_1743237,9,103.85
100010_1743207,9,103.85
100010_1743181,9,103.85
100010_1743143,9,103.85
100010_1743142,9,103.85
100010_1743141,9,103.85
100010_1743139,9,103.85
100010_1563245,9,106.69
100010_1563172,9,106.69
100010_1563137,9,106.69
100010_1563124,9,106.69
100010_1563123,9,106.69
100010_1320193,9,106.9345
100010_1279891,9,106.9345
100010_1279880,9,106.9345
100010_1218105,9,107.5055
100010_992981,9,107.9135
100010_992941,9,107.9135
100010_992818,9,107.9135
100010_975852,9,107.9135
100010_975729,9,107.9135
100010_975682,9,107.9135
100010_740706,9,108.1575
100010_698053,9,108.1575
100010_697997,9,108.1575
100010_583330,9,108.4835
100010_571538,9,108.4835
100010_571532,9,108.4835
100010_571393,9,108.4835
100010_566231,9,108.4835
100042_88563,9,108.4835
100042_214010,9,108.4835
100042_260622,9,108.4835
100042_260658,9,108.4835
100042_282678,9,108.4835
100042_282712,9,108.4835
100042_282828,9,108.4835
100042_282962,9,108.4835
100042_375846,9,108.4835
100042_376045,9,108.4835
100042_484959,9,108.4835
100042_484967,9,108.4835
100042_663782,9,108.4835
100042_731080,9,108.4835
100042_1486907,9,108.9725
100044_1062739,9,119.7275
100044_1062726,9,119.8085
100044_1062725,9,119.8085
100044_1062724,9,119.8085
100044_1062721,9,119.8085
100044_1062685,9,119.8085
100044_1062655,9,119.89
100044_1062649,9,119.89
100044_1062610,9,119.89
100044_1062578,9,119.89
100044_1062556,9,119.89
100044_1062433,9,123.808
100044_1062310,9,123.808
100044_1062307,9,123.9705
100044_1062199,9,124.215
100033_4124154,9,130.533
100033_3908772,9,130.777
100033_3393476,9,131.927
100033_3334974,9,132.008
100033_3219147,9,132.4975
100033_2777166,9,134.569
100033_2596942,9,135.47
100033_2594582,9,135.47
100033_2493795,9,136.2885
100033_2493772,9,136.3695
100033_1772288,9,139.7295
100033_1496436,9,141.0455
100033_1496433,9,141.0455
100033_1496413,9,141.0455
100033_1128442,9,144.2285
100033_1013737,9,144.4735
100033_1013696,9,144.4735
100033_992477,9,144.4735
100033_964699,9,144.718
100033_963653,9,144.718
100033_947674,9,144.7995
100033_909010,9,145.207
100033_908998,9,145.207
100033_901685,9,145.207
100033_820208,9,145.4515
100033_820124,9,145.614
100033_820112,9,145.614
100033_820106,9,145.6955
100033_615162,9,146.9315
100033_563149,9,146.9315
100033_539635,9,147.339
100033_468594,9,147.4205
100033_322126,9,147.6645
100033_152137,9,147.6645
100008_178534,10,0
100008_282291,10,0
100008_440494,10,0.163
100008_441448,10,0.163
100008_833924,10,0.244
100008_833992,10,0.244
100008_937525,10,0.3255
100008_948916,10,0.3255
